No.	A	->	B		C		D	Left side feats	Right side feats	Scope	Hits	Reliability	Confidence	examples	exceptions
196	e	->	e	/	X pr	__	 y	[]	[]	23	20	0.87	0.804	ekspres, prest, interpret, apresj, despresj, premj, impregn, apres, presj, aprest, prend, menospresj, prens, apremj, preñ, depresj, depred, desapresj, empreñ	apret, desapret, reapret
152	e	->	e	/	X p	__	 y	[]	[]	67	56	0.836	0.8	esper, super, rekuper, pes, peg, respet, golpe, sospeC, empeñ, apen, oper, respekt, kompens, desempeñ, pek, pesk, desesper, despex, estrope	pens, empes, despert, tropes, perpetw, repens, desempedr, empedr, entrepern, desentropes, despern
891	e	->	e	/	X st	__	 y	[]	[]	16	14	0.875	0.792	sustent, ostent, festex, posterg, bostes, anestesj, konstern, koste, destej, destet, destempl, baste, embuste, tempeste	desterr, ekstenw
326	e	->	e	/	X er	__	 y	[]	[]	10	9	0.9	0.788	interes, diferensj, ered, enderes, seren, desperes, aderes, konferensj, desered	merend
1985	e	->	e	/	X nd	__	 y	[]	[]	10	9	0.9	0.788	konden, onde, ponder, kondens, bagabunde, kontrabande, embander, blande, preponder	endent
317	e	->	e	/	X 	__	gr	[]	[]	4	4	1.0	0.786	integr, alegr, desintegr, reintegr	
580	e	->	e	/	X pres	__	 y	[]	[]	4	4	1.0	0.786	present, represent, presensj, preserb	
713	e	->	e	/	X l	__	r y	[]	[]	4	4	1.0	0.786	aseler, toler, alert, alfiler	
788	e	->	e	/	X l	__	b	[]	[]	4	4	1.0	0.786	eleb, subleb, releb, leb	
811	e	->	e	/	X en	__	r	[]	[]	4	4	1.0	0.786	xener, bener, dexener, rexener	
818	e	->	e	/	X sp	__	r	[]	[]	4	4	1.0	0.786	esper, desesper, prosper, eksasper	
852	e	->	e	/	X er	__	s	[]	[]	4	4	1.0	0.786	interes, enderes, desperes, aderes	
975	e	->	e	/	X kr	__	t	[]	[]	4	4	1.0	0.786	koNkret, dekret, sekret, ekskret	
1141	e	->	e	/	X ard	__		[]	[]	4	4	1.0	0.786	bombarde, alarde, bastarde, kobarde	
1290	e	->	e	/	X ost	__	 y	[]	[]	4	4	1.0	0.786	ostent, posterg, bostes, koste	
1358	e	->	e	/	X ox	__		[]	[]	4	4	1.0	0.786	oxe, koxe, oxe, floxe	
1372	e	->	e	/	X r	__	ns y	[]	[]	4	4	1.0	0.786	diferensj, prens, trens, konferensj	
1388	e	->	e	/	X t	__	l	[]	[]	4	4	1.0	0.786	desmantel, kawtel, akwartel, amartel	
1448	e	->	e	/	X b	__	r	[]	[]	4	4	1.0	0.786	aseber, deliber, perseber, adber	
1478	e	->	e	/	X t	__	x	[]	[]	4	4	1.0	0.786	festex, kortex, motex, kotex	
1609	e	->	e	/	X r	__	m	[]	[]	4	4	1.0	0.786	ekstrem, rem, krem, trem	
1616	e	->	e	/	X nt	__		[]	[]	4	4	1.0	0.786	serpente, punte, galante, karpinte	
1660	e	->	e	/	X mp	__	r	[]	[]	4	4	1.0	0.786	imper, atemper, kontemper, temper	
1674	e	->	e	/	X st	__		[]	[]	4	4	1.0	0.786	koste, baste, embuste, tempeste	
1686	e	->	e	/	X 	__	rk	[]	[]	4	4	1.0	0.786	aserk, serk, merk, alterk	
1695	e	->	e	/	X br	__		[]	[]	4	4	1.0	0.786	sombre, kulebre, embre, ambre	
1714	e	->	e	/	X lt	__	r y	[]	[]	4	4	1.0	0.786	alter, altern, adulter, alterk	
1814	e	->	e	/	X C	__	 y	[]	[]	4	4	1.0	0.786	abuCe, atrinCer, Cek, CiCe	
1854	e	->	e	/	X sk	__		[]	[]	4	4	1.0	0.786	Caske, biske, sejiske, Curraske	
1962	e	->	e	/	X x	__	r y	[]	[]	4	4	1.0	0.786	eksaxer, alixer, refrixer, iNxert	
1986	e	->	e	/	X nd	__		[]	[]	4	4	1.0	0.786	onde, bagabunde, kontrabande, blande	
2048	e	->	e	/	X g	__		[]	[]	4	4	1.0	0.786	ormige, sigsage, relampage, gage	
2099	e	->	e	/	X b	__	Ng	[]	[]	4	4	1.0	0.786	beNg, debeNg, abeNg, beNg	
2122	e	->	e	/	X mon	__		[]	[]	4	4	1.0	0.786	ramone, sermone, mone, timone	
2140	e	->	e	/	X n	__	k y	[]	[]	4	4	1.0	0.786	konekt, deskonekt, interkonekt, aneks	
2225	e	->	e	/	X ans	__		[]	[]	4	4	1.0	0.786	balanse, alanse, Canse, kontrabalanse	
2248	e	->	e	/	X us	__		[]	[]	4	4	1.0	0.786	balbuse, buse, Capuse, eskaramuse	
2402	e	->	e	/	X oNx	__	 y	[]	[]	4	4	1.0	0.786	koNxel, koNxenj, deskoNxel, lisoNxe	
2537	e	->	e	/	X kot	__		[]	[]	4	4	1.0	0.786	pikote, bwikote, Cakote, Cikote	
2584	e	->	e	/	X eb	__	l	[]	[]	4	4	1.0	0.786	rebel, rebel, debel, rebel	
2607	e	->	e	/	X apr	__	s y	[]	[]	4	4	1.0	0.786	apresj, apres, aprest, desapresj	
2739	e	->	e	/	X kab	__	 y	[]	[]	4	4	1.0	0.786	eNkabes, deskabes, eNkabestr, eskabeC	
2820	e	->	e	/	X alt	__	 y	[]	[]	4	4	1.0	0.786	alter, altern, alterk, salte	
390	e	->	e	/	X 	__	k y	[]	[]	30	25	0.833	0.775	afekt, detekt, respekt, sek, konekt, pek, obsekj, deskonekt, infekt, pretekst, disek, rekolekt, ipotek, bek, desek, Cek, desinfekt, interkonekt, aneks	efektw, adekw, ekspj, rekrj, kontekstw
204	e	->	e	/	X 	__	t	[]	[]	19	16	0.842	0.765	interpret, respet, komplet, suxet, koNkret, obxet, bet, dekret, sekret, replet, reset, empaket, ret, flet, ekskret, destet	apret, desapret, reapret
895	e	->	e	/	X ad	__	 y	[]	[]	14	12	0.857	0.765	deseNkaden, adentr, parpade, lade, eNkaden, xade, palade, eNkwadern, bade, adens, anade, kaden	adekw, adestr
266	e	->	e	/	X 	__	t y	[]	[]	23	19	0.826	0.757	interpret, respet, penetr, komplet, suxet, koNkret, obxet, bet, dekret, perpetr, sekret, replet, reset, empaket, ret, flet, kronometr, ekskret, destet	apret, perpetw, desapret, reapret
215	e	->	e	/	X t	__	 y	[]	[]	114	95	0.833	0.751	intent, kontempl, kontest, enter, detekt, integr, alter, protest, kontent, potensj, reiter, sentensj, intern, detest, sustent, altern, ostent, tens, festex	tembl, enterr, atent, tent, aterr, desterr, atenw, desenterr, soterr, ekstenw, atest, deskontent, retembl, retent, ates, kontekstw, desatent, desaterr, entes
150	e	->	e	/	X b	__	 y	[]	[]	57	45	0.789	0.747	aprobeC, inbent, rebel, bes, beNg, bend, bel, desbel, alberg, eNkabes, konbers, libert, bet, nabeg, rebel, bers, nibel, solbent, bed	atrabes, gobern, rebent, aberj, bent, abent, trabes, inbern, desgobern, beld, desbent, erbent
198	e	->	e	/	b	__	 y	[]	[]	13	11	0.846	0.747	bes, beNg, bend, bel, bet, bers, bed, bek, bex, bef, beNg	bent, beld
392	e	->	e	/	X tr	__	 y	[]	[]	13	11	0.846	0.747	entreg, estrej, entren, estreC, estren, trep, rastre, ekstrem, trens, deletre, trem	restreg, estreg
533	e	->	e	/	X an	__	 y	[]	[]	15	13	0.867	0.746	manex, plane, anel, berane, sane, kapitane, aneks, aragane, kampane, debane, olgasane, xarane, mañane	aneg, anebl
1321	e	->	e	/	X et	__	 y	[]	[]	16	14	0.875	0.746	detekt, detest, abofete, korrete, pretekst, alete, kokete, kastañete, klabete, ribete, trakete, tablete, karrete, tixerete	retembl, retent
102	e	->	e	/	X l	__	 y	[]	[]	60	48	0.8	0.745	selebr, alex, emple, eleb, reflex, molest, alegr, komplet, aseler, pele, toler, aleg, alert, silensj, subleb, releg, tambale, dobleg, sole	kalent, despleg, alent, pleg, repleg, desalent, rekalent, alebr, deslendr, enlexj, pleg, sobrekalent
6	e	->	e	/	X 	__	 y	[]	[]	864	699	0.809	0.741	dex, ked, entr, kre, esper, konsider, present, intent, eC, asept, aserk, obserb, dese, kontempl, represent, koment, regres, kontest, awment	est, pens, empes, komens, sent, serr, neg, despert, enbj, manifest, konfes, atrabes, enserr, apret, tembl, gobern, efektw, asert, rekomend
648	e	->	e	/	X r	__	nt	[]	[]	8	7	0.875	0.74	enfrent, aparent, emparent, transparent, amedrent, rent, afrent	ensaNgrent
1041	e	->	e	/	X s	__	l	[]	[]	8	7	0.875	0.74	kansel, eNkarsel, resel, parsel, sel, sinsel, deseNkarsel	desel
1340	e	->	e	/	X 	__	Ng y	[]	[]	8	7	0.875	0.74	beNg, meNgw, areNg, debeNg, ameNgw, abeNg, beNg	derreNg
1447	e	->	e	/	X eb	__	 y	[]	[]	8	7	0.875	0.74	rebel, rebel, aseber, perseber, debeNg, debel, rebel	rebent
327	e	->	e	/	X r	__	n y	[]	[]	24	19	0.792	0.723	enfrent, diferensj, fren, entren, estren, aparent, emparent, transparent, seren, amedrent, prend, rent, prens, trens, konferensj, refren, afrent, barren, enfren	merend, ensaNgrent, arrend, desarrend, subarrend
120	e	->	e	/	X up	__	r	[]	[]	3	3	1.0	0.718	super, rekuper, bituper	
185	e	->	e	/	X el	__	b y	[]	[]	3	3	1.0	0.718	selebr, eleb, releb	
193	e	->	e	/	X l	__	x	[]	[]	3	3	1.0	0.718	alex, reflex, asulex	
227	e	->	e	/	int	__	 y	[]	[]	3	3	1.0	0.718	intent, integr, intern	
285	e	->	e	/	X s	__	ntr	[]	[]	3	3	1.0	0.718	konsentr, sentr, desentr	
341	e	->	e	/	X gr	__	s	[]	[]	3	3	1.0	0.718	regres, iNgres, progres	
401	e	->	e	/	X pres	__	n y	[]	[]	3	3	1.0	0.718	present, represent, presensj	
440	e	->	e	/	X spr	__	s y	[]	[]	3	3	1.0	0.718	ekspres, despresj, menospresj	
552	e	->	e	/	X s	__	n	[]	[]	3	3	1.0	0.718	sen, almasen, sersen	
579	e	->	e	/	pres	__	 y	[]	[]	3	3	1.0	0.718	present, presensj, preserb	
613	e	->	e	/	X l	__	r	[]	[]	3	3	1.0	0.718	aseler, toler, alfiler	
637	e	->	e	/	tr	__	 y	[]	[]	3	3	1.0	0.718	trep, trens, trem	
678	e	->	e	/	X s	__	s	[]	[]	3	3	1.0	0.718	ses, proses, ases	
697	e	->	e	/	X p	__	g	[]	[]	3	3	1.0	0.718	peg, despeg, apeg	
716	e	->	e	/	alt	__	r y	[]	[]	3	3	1.0	0.718	alter, altern, alterk	
717	e	->	e	/	X t	__	rn	[]	[]	3	3	1.0	0.718	intern, altern, konstern	
749	e	->	e	/	X kr	__		[]	[]	3	3	1.0	0.718	kre, rekre, prokre	
807	e	->	e	/	X s	__	C	[]	[]	3	3	1.0	0.718	aseC, deseC, koseC	
819	e	->	e	/	X osp	__	 y	[]	[]	3	3	1.0	0.718	sospeC, prosper, osped	
836	e	->	e	/	X k	__	x	[]	[]	3	3	1.0	0.718	kex, akex, boskex	
847	e	->	e	/	X t	__	ns y	[]	[]	3	3	1.0	0.718	potensj, sentensj, tens	
864	e	->	e	/	apr	__	s y	[]	[]	3	3	1.0	0.718	apresj, apres, aprest	
920	e	->	e	/	X 	__	rs	[]	[]	3	3	1.0	0.718	konbers, dispers, bers	
946	e	->	e	/	X int	__	gr	[]	[]	3	3	1.0	0.718	integr, desintegr, reintegr	
948	e	->	e	/	X bl	__	 y	[]	[]	3	3	1.0	0.718	subleb, dobleg, djable	
976	e	->	e	/	X ekr	__	 y	[]	[]	3	3	1.0	0.718	rekre, dekret, sekret	
1008	e	->	e	/	X kon	__	kt	[]	[]	3	3	1.0	0.718	konekt, deskonekt, interkonekt	
1011	e	->	e	/	X f	__	kt	[]	[]	3	3	1.0	0.718	afekt, infekt, desinfekt	
1020	e	->	e	/	X par	__	nt	[]	[]	3	3	1.0	0.718	aparent, emparent, transparent	
1032	e	->	e	/	X 	__	tr	[]	[]	3	3	1.0	0.718	penetr, perpetr, kronometr	
1074	e	->	e	/	X s	__	d y	[]	[]	3	3	1.0	0.718	sed, asedj, ased	
1114	e	->	e	/	X lb	__	 y	[]	[]	3	3	1.0	0.718	alberg, solbent, eNxalbeg	
1121	e	->	e	/	X ad	__	n	[]	[]	3	3	1.0	0.718	deseNkaden, eNkaden, kaden	
1169	e	->	e	/	X arr	__	s y	[]	[]	3	3	1.0	0.718	kontrarrest, arresj, arrest	
1250	e	->	e	/	X sid	__	 y	[]	[]	3	3	1.0	0.718	konsider, aksident, rekonsider	
1255	e	->	e	/	X es	__		[]	[]	3	3	1.0	0.718	dese, kabese, sese	
1270	e	->	e	/	X t	__	mpl	[]	[]	3	3	1.0	0.718	kontempl, templ, destempl	
1278	e	->	e	/	X pot	__	 y	[]	[]	3	3	1.0	0.718	potensj, Capote, ipotek	
1280	e	->	e	/	X rt	__		[]	[]	3	3	1.0	0.718	sorte, kwarte, flirte	
1282	e	->	e	/	X xen	__	r	[]	[]	3	3	1.0	0.718	xener, dexener, rexener	
1301	e	->	e	/	X x	__	r	[]	[]	3	3	1.0	0.718	eksaxer, alixer, refrixer	
1309	e	->	e	/	X Nx	__	n y	[]	[]	3	3	1.0	0.718	eNxendr, iNxenj, koNxenj	
1327	e	->	e	/	X op	__	r	[]	[]	3	3	1.0	0.718	oper, kwoper, oper	
1376	e	->	e	/	X tr	__	n y	[]	[]	3	3	1.0	0.718	entren, estren, trens	
1408	e	->	e	/	X d	__	ns y	[]	[]	3	3	1.0	0.718	ebidensj, kondens, adens	
1411	e	->	e	/	X aNk	__		[]	[]	3	3	1.0	0.718	fraNke, flaNke, blaNke	
1450	e	->	e	/	X ld	__		[]	[]	3	3	1.0	0.718	molde, kalde, balde	
1452	e	->	e	/	X s	__	x	[]	[]	3	3	1.0	0.718	akonsex, sex, desakonsex	
1479	e	->	e	/	X ort	__	 y	[]	[]	3	3	1.0	0.718	sorte, kortex, deskortes	
1484	e	->	e	/	X lin	__		[]	[]	3	3	1.0	0.718	aline, deline, remoline	
1490	e	->	e	/	dis	__	 y	[]	[]	3	3	1.0	0.718	diseñ, disek, disert	
1508	e	->	e	/	apar	__	 y	[]	[]	3	3	1.0	0.718	aparent, apare, aparex	
1529	e	->	e	/	X ak	__	 y	[]	[]	3	3	1.0	0.718	akex, empaket, flake	
1532	e	->	e	/	X x	__	n	[]	[]	3	3	1.0	0.718	enaxen, oksixen, idroxen	
1565	e	->	e	/	X bor	__		[]	[]	3	3	1.0	0.718	sabore, espolbore, albore	
1580	e	->	e	/	X ikot	__		[]	[]	3	3	1.0	0.718	pikote, bwikote, Cikote	
1647	e	->	e	/	X ars	__	l	[]	[]	3	3	1.0	0.718	eNkarsel, parsel, deseNkarsel	
1657	e	->	e	/	X par	__	x	[]	[]	3	3	1.0	0.718	emparex, aparex, desparex	
1679	e	->	e	/	X p	__	ñ	[]	[]	3	3	1.0	0.718	empeñ, desempeñ, despeñ	
1684	e	->	e	/	X l	__	t	[]	[]	3	3	1.0	0.718	komplet, replet, flet	
1702	e	->	e	/	X 	__	ndj	[]	[]	3	3	1.0	0.718	insendj, bilipendj, kompendj	
1722	e	->	e	/	X ax	__		[]	[]	3	3	1.0	0.718	Cantaxe, omenaxe, espumaxe	
1725	e	->	e	/	X isp	__	 y	[]	[]	3	3	1.0	0.718	dispens, dispers, Cispe	
1742	e	->	e	/	X Nx	__		[]	[]	3	3	1.0	0.718	graNxe, kaNxe, lisoNxe	
1765	e	->	e	/	X ab	__		[]	[]	3	3	1.0	0.718	babe, alabe, brabe	
1778	e	->	e	/	X ap	__	l	[]	[]	3	3	1.0	0.718	apel, empapel, traspapel	
1780	e	->	e	/	X x	__	l	[]	[]	3	3	1.0	0.718	koNxel, flaxel, deskoNxel	
1799	e	->	e	/	X 	__	pt	[]	[]	3	3	1.0	0.718	asept, intersept, rept	
1800	e	->	e	/	X r	__	p y	[]	[]	3	3	1.0	0.718	trep, diskrep, rept	
1810	e	->	e	/	X om	__	r y	[]	[]	3	3	1.0	0.718	komersj, aglomer, koNglomer	
1842	e	->	e	/	X mot	__	 y	[]	[]	3	3	1.0	0.718	ximote, motex, mote	
1844	e	->	e	/	X fr	__	n	[]	[]	3	3	1.0	0.718	fren, refren, enfren	
1857	e	->	e	/	X rot	__	 y	[]	[]	3	3	1.0	0.718	protest, Cisporrote, tirote	
1861	e	->	e	/	X kol	__	 y	[]	[]	3	3	1.0	0.718	rekolekt, kole, kolekt	
1894	e	->	e	/	X amon	__	 y	[]	[]	3	3	1.0	0.718	amonest, ramone, amoned	
1923	e	->	e	/	X komp	__	n y	[]	[]	3	3	1.0	0.718	kompens, rekompens, kompendj	
1936	e	->	e	/	X r	__	ñ	[]	[]	3	3	1.0	0.718	preñ, desgreñ, empreñ	
1948	e	->	e	/	X t	__	j	[]	[]	3	3	1.0	0.718	destej, embotej, adentej	
1969	e	->	e	/	X mas	__	 y	[]	[]	3	3	1.0	0.718	almasen, maser, mase	
1970	e	->	e	/	X as	__	r	[]	[]	3	3	1.0	0.718	aser, maser, laser	
1977	e	->	e	/	X ix	__	 y	[]	[]	3	3	1.0	0.718	alixer, refrixer, oksixen	
1988	e	->	e	/	X tor	__		[]	[]	3	3	1.0	0.718	tore, bitore, pastore	
2010	e	->	e	/	X orn	__		[]	[]	3	3	1.0	0.718	orne, kontorne, akorne	
2024	e	->	e	/	X ib	__	r y	[]	[]	3	3	1.0	0.718	libert, deliber, ibern	
2084	e	->	e	/	X koNx	__	 y	[]	[]	3	3	1.0	0.718	koNxel, koNxenj, deskoNxel	
2179	e	->	e	/	X err	__		[]	[]	3	3	1.0	0.718	berre, gerre, senserre	
2198	e	->	e	/	X ag	__		[]	[]	3	3	1.0	0.718	sigsage, relampage, gage	
2200	e	->	e	/	X in	__		[]	[]	3	3	1.0	0.718	aline, deline, remoline	
2220	e	->	e	/	X r	__	mj	[]	[]	3	3	1.0	0.718	premj, apremj, agremj	
2224	e	->	e	/	X alans	__		[]	[]	3	3	1.0	0.718	balanse, alanse, kontrabalanse	
2267	e	->	e	/	X nd	__	r	[]	[]	3	3	1.0	0.718	ponder, embander, preponder	
2320	e	->	e	/	X x	__	nt	[]	[]	3	3	1.0	0.718	rexent, abexent, arxent	
2328	e	->	e	/	X ul	__	 y	[]	[]	3	3	1.0	0.718	bapule, asulex, gandule	
2369	e	->	e	/	X mbr	__		[]	[]	3	3	1.0	0.718	sombre, embre, ambre	
2437	e	->	e	/	X kos	__	 y	[]	[]	3	3	1.0	0.718	koseC, kose, akose	
2474	e	->	e	/	X art	__	 y	[]	[]	3	3	1.0	0.718	kwarte, akwartel, amartel	
2500	e	->	e	/	X arr	__		[]	[]	3	3	1.0	0.718	akarre, barre, Cokarre	
2510	e	->	e	/	X is	__	k	[]	[]	3	3	1.0	0.718	disek, bisek, trisek	
2513	e	->	e	/	X and	__	 y	[]	[]	3	3	1.0	0.718	kontrabande, embander, blande	
2516	e	->	e	/	X fon	__		[]	[]	3	3	1.0	0.718	telefone, bufone, silofone	
2518	e	->	e	/	X kad	__	n	[]	[]	3	3	1.0	0.718	deseNkaden, eNkaden, kaden	
2527	e	->	e	/	X ret	__		[]	[]	3	3	1.0	0.718	korrete, karrete, tixerete	
2531	e	->	e	/	X bel	__	 y	[]	[]	3	3	1.0	0.718	embeles, kaskabele, embeleñ	
2539	e	->	e	/	X ap	__		[]	[]	3	3	1.0	0.718	ape, Cape, trape	
2543	e	->	e	/	X ark	__		[]	[]	3	3	1.0	0.718	arke, Carke, parke	
2555	e	->	e	/	X dr	__	 y	[]	[]	3	3	1.0	0.718	amedrent, apedre, komadre	
2559	e	->	e	/	X orr	__		[]	[]	3	3	1.0	0.718	Corre, komorre, kotorre	
2569	e	->	e	/	X temp	__	r	[]	[]	3	3	1.0	0.718	atemper, kontemper, temper	
2570	e	->	e	/	X emp	__	r	[]	[]	3	3	1.0	0.718	atemper, kontemper, temper	
2597	e	->	e	/	X agr	__	 y	[]	[]	3	3	1.0	0.718	agreg, agremj, desagreg	
2697	e	->	e	/	X mpr	__	 y	[]	[]	3	3	1.0	0.718	impregn, empreñ, imprek	
2702	e	->	e	/	X kab	__	s y	[]	[]	3	3	1.0	0.718	eNkabes, deskabes, eNkabestr	
2738	e	->	e	/	X b	__	C	[]	[]	3	3	1.0	0.718	aprobeC, desaprobeC, eskabeC	
334	e	->	e	/	X n	__	 y	[]	[]	59	49	0.831	0.71	xener, penetr, manex, konekt, plane, enbenen, aline, telefone, bener, mene, deskonekt, anel, berane, dexener, rexener, sane, kapitane, deline, enebr	neg, reneg, neb, deneg, aneg, enest, abneg, anebl, desneb, inest
413	e	->	e	/	X mp	__	 y	[]	[]	15	12	0.8	0.708	empeñ, kompens, desempeñ, rekompens, imper, atemper, kompendj, trampe, emperr, kontemper, empern, temper	empes, desempedr, empedr
510	e	->	e	/	X d	__	n y	[]	[]	15	12	0.8	0.708	orden, konden, deseNkaden, adentr, ebidensj, eNkaden, aksident, kondens, desorden, adens, kaden, komden	dent, desdent, endent
153	e	->	e	/	p	__	 y	[]	[]	7	6	0.857	0.706	pes, peg, pek, pesk, pel, pen	pens
1353	e	->	e	/	X est	__	 y	[]	[]	7	6	0.857	0.706	festex, anestesj, destej, destet, destempl, tempeste	desterr
2661	e	->	e	/	X 	__	rb	[]	[]	7	6	0.857	0.706	obserb, konserb, reserb, preserb, eksaserb, desnerb	deserb
203	e	->	e	/	X esp	__	 y	[]	[]	11	9	0.818	0.706	esper, respet, respekt, desesper, despex, despeg, espes, despeC, despeñ	despert, despern
239	e	->	e	/	m	__	 y	[]	[]	11	9	0.818	0.706	meskl, medj, me, merm, meNgw, medr, mej, merk, meC	ment, menstrw
825	e	->	e	/	X em	__	 y	[]	[]	11	9	0.818	0.706	remedj, iNkrement, komplement, asemex, semex, remed, sement, suplement, remes	remend, sement
1143	e	->	e	/	X rr	__	 y	[]	[]	21	17	0.81	0.7	arregl, akarre, kontrarrest, kanturre, arresj, arrest, Corre, berre, Capurre, barren, desarregl, gerre, barre, senserre, Cokarre, komorre, kotorre	arrend, derreNg, desarrend, subarrend
238	e	->	e	/	X m	__	 y	[]	[]	69	51	0.739	0.7	koment, awment, aliment, eksperiment, meskl, medj, remedj, lament, iNkrement, argument, foment, brome, atorment, komplement, asemex, me, semex, enumer, numer	komens, rekomend, ment, eNkomend, enmend, siment, eskarment, desmembr, remend, menstrw, reximent, salpiment, ament, kasament, desiment, desmel, enmel, sement
85	e	->	e	/	X 	__	s	[]	[]	33	25	0.758	0.699	regres, interes, ekspres, pes, bes, res, ses, iNgres, eNkabes, proses, progres, enderes, apres, profes, embeles, espes, bostes, desperes, aderes	empes, konfes, atrabes, tropes, trabes, ates, desentropes, entes
59	e	->	e	/	X nt	__	 y	[]	[]	21	16	0.762	0.685	intent, kontempl, kontest, enter, integr, kontent, sentensj, intern, desintegr, desmantel, reintegr, serpente, punte, galante, karpinte, adentej	enterr, desenterr, deskontent, kontekstw, entes
595	e	->	e	/	X k	__	 y	[]	[]	26	21	0.808	0.677	ked, kex, kem, bloke, akex, fraNke, arke, flaNke, blaNke, Caske, empaket, jorike, boskex, flake, biske, kloke, sejiske, Carke, Curraske	kebr, pernikebr, rekebr, alikebr, reskebr
414	e	->	e	/	X 	__	ns y	[]	[]	23	17	0.739	0.666	diferensj, presensj, kompens, potensj, sentensj, ebidensj, silensj, tens, lisensj, dispens, rekompens, prens, trens, kondens, konferensj, sens, adens	pens, komens, insens, menstrw, repens, asensw
122	e	->	e	/	X s	__	rb	[]	[]	6	5	0.833	0.663	obserb, konserb, reserb, preserb, eksaserb	deserb
787	e	->	e	/	X l	__	b y	[]	[]	6	5	0.833	0.663	selebr, eleb, subleb, releb, leb	alebr
1817	e	->	e	/	X sk	__	 y	[]	[]	6	5	0.833	0.663	Caske, boskex, biske, sejiske, Curraske	reskebr
2065	e	->	e	/	X 	__	Ng	[]	[]	6	5	0.833	0.663	beNg, areNg, debeNg, abeNg, beNg	derreNg
41	e	->	e	/	X s	__	 y	[]	[]	134	97	0.724	0.662	present, asept, aserk, obserb, dese, represent, enseñ, konserb, pase, konsentr, ses, sentr, sen, diseñ, akonsex, reserb, sek, presensj, serk	sent, serr, enserr, asert, asent, asentw, sembr, deskonsert, seg, akresent, konsert, resent, ekseptw, soseg, asest, entreserr, desasoseg, seg, serr
919	e	->	e	/	X p	__	r y	[]	[]	20	17	0.85	0.649	esper, super, rekuper, oper, desesper, prosper, dispers, imper, eksasper, kwoper, atemper, emperr, kontemper, empern, oper, temper, bituper	despert, entrepern, despern
415	e	->	e	/	X p	__	n y	[]	[]	9	7	0.778	0.648	apen, kompens, pen, dispens, rekompens, bilipendj, kompendj	pens, repens
711	e	->	e	/	X arr	__	 y	[]	[]	12	9	0.75	0.641	arregl, akarre, kontrarrest, arresj, arrest, barren, desarregl, barre, Cokarre	arrend, desarrend, subarrend
771	e	->	e	/	X om	__	 y	[]	[]	12	9	0.75	0.641	koment, foment, brome, komersj, komedj, promedj, kronometr, aglomer, koNglomer	komens, rekomend, eNkomend
206	e	->	e	/	X as	__	 y	[]	[]	33	23	0.697	0.633	asept, aserk, pase, almasen, asend, aseC, asedj, eskase, fantase, eksaserb, ase, aser, maser, ases, gase, parafrase, asekj, laser, desase	asert, asent, asentw, asest, apasent, traseg, aserr, desasert, asensw, desasent
74	e	->	e	/	X 	__	s y	[]	[]	76	53	0.697	0.626	regres, kontest, interes, ekspres, pes, prest, bes, molest, meskl, res, ses, apresj, iNgres, protest, despresj, rest, eNkabes, pesk, detest	est, empes, manifest, konfes, atrabes, tropes, desbj, espj, asest, enest, atest, eskj, resfrj, trabes, estrj, deslj, adestr, ates, desentropes
561	e	->	e	/	X b	__	r y	[]	[]	14	10	0.714	0.615	alberg, konbers, libert, bers, aseber, deliber, perseber, ibern, aberr, adber	gobern, aberj, inbern, desgobern
615	e	->	e	/	X ab	__	 y	[]	[]	14	10	0.714	0.615	eNkabes, nabeg, deskabes, babe, alabe, aberr, abeNg, brabe, eNkabestr, eskabeC	atrabes, aberj, abent, trabes
265	e	->	e	/	X en	__	 y	[]	[]	11	8	0.727	0.612	xener, penetr, enbenen, bener, mene, dexener, rexener, enebr	reneg, deneg, enest
256	e	->	e	/	X 	__	m y	[]	[]	17	12	0.706	0.611	kontempl, kem, premj, ekstrem, templ, blasfem, apremj, rem, agremj, destempl, krem, trem	tembl, sembr, desmembr, retembl, sobresembr
249	e	->	e	/	k	__	 y	[]	[]	5	4	0.8	0.607	ked, kex, kem, ked	kebr
438	e	->	e	/	X rem	__	 y	[]	[]	5	4	0.8	0.607	remedj, iNkrement, remed, remes	remend
826	e	->	e	/	X em	__	nt	[]	[]	5	4	0.8	0.607	iNkrement, komplement, sement, suplement	sement
1382	e	->	e	/	apr	__	 y	[]	[]	5	4	0.8	0.607	apresj, apres, aprest, apremj	apret
1839	e	->	e	/	X in	__	 y	[]	[]	5	4	0.8	0.607	aline, deline, insiner, remoline	inest
2154	e	->	e	/	X f	__	k y	[]	[]	5	4	0.8	0.607	afekt, infekt, desinfekt, defek	efektw
1162	e	->	e	/	X fr	__	 y	[]	[]	8	6	0.75	0.604	enfrent, fren, refresk, refren, afrent, enfren	freg, refreg
174	e	->	e	/	X 	__	st	[]	[]	19	13	0.684	0.601	kontest, prest, molest, protest, rest, detest, kontrarrest, apest, aprest, arrest, infest, amonest, kontramanifest	est, manifest, asest, enest, atest, inest
135	e	->	e	/	X 	__	n y	[]	[]	152	96	0.632	0.591	entr, present, intent, represent, koment, awment, enfrent, orden, inbent, konden, aliment, eksperiment, konsentr, sentr, sen, diferensj, lament, apen, deseNkaden	pens, komens, sent, enbj, rekomend, kalent, asent, asentw, rebent, alent, atent, ment, tent, akresent, eNkomend, atenw, merend, resent, enmend
